city;state
Pontevedra;Pontevedra
Pontils;Tarragona
Pontons;Barcelona
Pontós;Girona
Ponts;Lleida
Porcuna;Jaén
Porqueira;Ourense
Porqueres;Girona
Porrera;Tarragona
Porreres;Islas Baleares
Porriño, O;Pontevedra
Port de la Selva, El;Girona
Portaje;Cáceres
Portalrubio de Guadamejud;Cuenca
Portas;Pontevedra
Portbou;Girona
Portell de Morella;Castellón
Portella, La;Lleida
Portellada, La;Teruel
Portezuelo;Cáceres
Portilla;Cuenca
Portillo;Valladolid
Portillo de Soria;Soria
Portillo de Toledo;Toledo
Porto;Zamora
Porto do Son;A Coruña
Portomarín;Lugo
Portugalete;Vizcaya
Pórtugos;Granada
Porzuna;Ciudad Real
Posada de Valdeón;León
Posadas;Córdoba
Potes;Cantabria
Potríes;Valencia
Poveda;Ávila
Poveda de la Sierra;Guadalajara
Poveda de las Cintas;Salamanca
Póveda de Soria, La;Soria
Povedilla;Albacete
Poyales del Hoyo;Ávila
Poyatos;Cuenca
Poza de la Sal;Burgos
Poza de la Vega;Palencia
Pozal de Gallinas;Valladolid
Pozaldez;Valladolid
Pozalmuro;Soria
Pozán de Vero;Huesca
Pozanco;Ávila
Pozo Alcón;Jaén
Pozo Cañada;Albacete
Pozo de Almoguera;Guadalajara
Pozo de Guadalajara;Guadalajara
Pozo de Urama;Palencia
Pozoamargo;Cuenca
Pozoantiguo;Zamora
Pozoblanco;Córdoba
Pozohondo;Albacete
Pozo-Lorente;Albacete
Pozondón;Teruel
Pozorrubielos de la Mancha;Cuenca
Pozorrubio;Cuenca
Pozos de Hinojo;Salamanca
Pozuel de Ariza;Zaragoza
Pozuel del Campo;Teruel
Pozuelo;Albacete
Pozuelo de Alarcón;Madrid
Pozuelo de Aragón;Zaragoza
Pozuelo de Calatrava;Ciudad Real
Pozuelo de la Orden;Valladolid
Pozuelo de Tábara;Zamora
Pozuelo de Zarzón;Cáceres
Pozuelo del Páramo;León
Pozuelo del Rey;Madrid
Pozuelo, El;Cuenca
Pozuelos de Calatrava, Los;Ciudad Real
Pradales;Segovia
Prádanos de Bureba;Burgos
Prádanos de Ojeda;Palencia
Pradejón;La Rioja
Pradell de la Teixeta;Tarragona
Prádena;Segovia
Prádena de Atienza;Guadalajara
Prádena del Rincón;Madrid
Prades;Tarragona
Pradilla de Ebro;Zaragoza
Pradillo;La Rioja
Prado;Zamora
Prado de la Guzpeña;León
Prado del Rey;Cádiz
Pradoluengo;Burgos
Prados Redondos;Guadalajara
Pradosegar;Ávila
Prat de Comte;Tarragona
Prat de Llobregat, El;Barcelona
Pratdip;Tarragona
Prats de Lluçanès;Barcelona
Prats de Rei, Els;Barcelona
Prats i Sansor;Lleida
Pravia;Asturias
Preixana;Lleida
Preixens;Lleida
Préjano;La Rioja
Premià de Dalt;Barcelona
Premià de Mar;Barcelona
Presencio;Burgos
Preses, Les;Girona
Priaranza del Bierzo;León
Priego;Cuenca
Priego de Córdoba;Córdoba
Prioro;León
Proaza;Asturias
Provencio, El;Cuenca
Prullans;Lleida
Pruna;Sevilla
Puçol;Valencia
Puebla de Albortón;Zaragoza
Puebla de Alcocer;Badajoz
Puebla de Alfindén, La;Zaragoza
Puebla de Almenara;Cuenca
Puebla de Almoradiel, La;Toledo
Puebla de Arenoso;Castellón
Puebla de Arganzón, La;Burgos
Puebla de Azaba;Salamanca
Puebla de Beleña;Guadalajara
Puebla de Castro, La;Huesca
Puebla de Cazalla, La;Sevilla
Puebla de Don Fadrique;Granada
Puebla de Don Rodrigo;Ciudad Real
Puebla de Guzmán;Huelva
Puebla de Híjar, La;Teruel
Puebla de la Calzada;Badajoz
Puebla de la Reina;Badajoz
Puebla de la Sierra;Madrid
Puebla de Lillo;León
Puebla de los Infantes, La;Sevilla
Puebla de Montalbán, La;Toledo
Puebla de Obando;Badajoz
Puebla de Pedraza;Segovia
Puebla de San Medel;Salamanca
Puebla de San Miguel;Valencia
Puebla de Sanabria;Zamora
Puebla de Sancho Pérez;Badajoz
Puebla de Valdavia, La;Palencia
Puebla de Valles;Guadalajara
Puebla de Valverde, La;Teruel
Puebla de Yeltes;Salamanca
Puebla del Maestre;Badajoz
Puebla del Príncipe;Ciudad Real
Puebla del Prior;Badajoz
Puebla del Río, La;Sevilla
Puebla del Salvador;Cuenca
Pueblanueva, La;Toledo
Pueblica de Valverde;Zamora
Pueblonuevo del Guadiana;Badajoz
Puendeluna;Zaragoza
Puente de Domingo Flórez;León
Puente de Génave;Jaén
Puente de Montañana;Huesca
Puente del Arzobispo, El;Toledo
Puente del Congosto;Salamanca
Puente Genil;Córdoba
Puente la Reina de Jaca;Huesca
Puente la Reina/Gares;Navarra
Puente Viesgo;Cantabria
Puentedura;Burgos
Puentes Viejas;Madrid
Puerta de Segura, La;Jaén
Puertas;Salamanca
Puerto Castilla;Ávila
Puerto de Béjar;Salamanca
Puerto de la Cruz;Sta. Cruz de Tenerife
Puerto de San Vicente;Toledo
Puerto de Santa Cruz;Cáceres
Puerto de Santa María, El;Cádiz
Puerto del Rosario;Las Palmas
Puerto Lápice;Ciudad Real
Puerto Lumbreras;Murcia
Puerto Moral;Huelva
Puerto Real;Cádiz
Puerto Seguro;Salamanca
Puerto Serrano;Cádiz
Puértolas;Huesca
Puertollano;Ciudad Real
Puertomingalvo;Teruel
Pueyo;Navarra
Pueyo de Araguás, El;Huesca
Pueyo de Santa Cruz;Huesca
Puig;Valencia
Puigcerdà;Girona
Puigdàlber;Barcelona
Puiggròs;Lleida
Puigpelat;Tarragona
Puigpunyent;Islas Baleares
Puig-reig;Barcelona
Puigverd d'Agramunt;Lleida
Puigverd de Lleida;Lleida
Pujalt;Barcelona
Pujerra;Málaga
Pulgar;Toledo
Pulianas;Granada
Pulpí;Almería
Punta Umbría;Huelva
Puntagorda;Sta. Cruz de Tenerife
Puntallana;Sta. Cruz de Tenerife
Punxín;Ourense
Puras;Valladolid
Purchena;Almería
Purujosa;Zaragoza
Purullena;Granada
Quar, La;Barcelona
Quart;Girona
Quart de les Valls;Valencia
Quart de Poblet;Valencia
Quartell;Valencia
Quatretonda;Valencia
Quatretondeta;Alicante
Quel;La Rioja
Quemada;Burgos
Quéntar;Granada
Quer;Guadalajara
Queralbs;Girona
Quero;Toledo
Querol;Tarragona
Quesa;Valencia
Quesada;Jaén
Quicena;Huesca
Quijorna;Madrid
Quintana de la Serena;Badajoz
Quintana del Castillo;León
Quintana del Marco;León
Quintana del Pidio;Burgos
Quintana del Puente;Palencia
Quintana Redonda;Soria
Quintana y Congosto;León
Quintanabureba;Burgos
Quintanaélez;Burgos
Quintanaortuño;Burgos
Quintanapalla;Burgos
Quintanar de la Orden;Toledo
Quintanar de la Sierra;Burgos
Quintanar del Rey;Cuenca
Quintanas de Gormaz;Soria
Quintanavides;Burgos
Quintanilla de Arriba;Valladolid
Quintanilla de la Mata;Burgos
Quintanilla de Onésimo;Valladolid
Quintanilla de Onsoña;Palencia
Quintanilla de Trigueros;Valladolid
Quintanilla de Urz;Zamora
Quintanilla del Agua y Tordueles;Burgos
Quintanilla del Coco;Burgos
Quintanilla del Molar;Valladolid
Quintanilla del Monte;Zamora
Quintanilla del Olmo;Zamora
Quintanilla San García;Burgos
Quintanilla Vivar;Burgos
Quintanillas, Las;Burgos
Quintela de Leirado;Ourense
Quinto;Zaragoza
Quiñonería;Soria
Quiroga;Lugo
Quirós;Asturias
Quiruelas de Vidriales;Zamora
Quismondo;Toledo
Rábade;Lugo
Rabanales;Zamora
Rabanera;La Rioja
Rabanera del Pinar;Burgos
Rábano;Valladolid
Rábano de Aliste;Zamora
Rábanos;Burgos
Rábanos, Los;Soria
Rabé de las Calzadas;Burgos
Rabós;Girona
Rada de Haro;Cuenca
Rafal;Alicante
Ráfales;Teruel
Rafelbuñol/Rafelbunyol;Valencia
Rafelcofer;Valencia
Rafelguaraf;Valencia
Ràfol d'Almúnia, el;Alicante
Ráfol de Salem;Valencia
Rágama;Salamanca
Rágol;Almería
Rairiz de Veiga;Ourense
Rajadell;Barcelona
Ramales de la Victoria;Cantabria
Rambla, La;Córdoba
Ramirás;Ourense
Ramiro;Valladolid
Rapariegos;Segovia
Rascafría;Madrid
Rasillo de Cameros, El;La Rioja
Rasines;Cantabria
Rasquera;Tarragona
Rasueros;Ávila
Real;Valencia
Real de Gandía;Valencia
Real de la Jara, El;Sevilla
Real de San Vicente, El;Toledo
Real Sitio de San Ildefonso;Segovia
Realejos, Los;Sta. Cruz de Tenerife
Rebollar;Cáceres
Rebollar;Soria
Rebolledo de la Torre;Burgos
Rebollo;Segovia
Rebollosa de Jadraque;Guadalajara
Recas;Toledo
Recueja, La;Albacete
Recuenco, El;Guadalajara
Recuerda;Soria
Redal, El;La Rioja
Redecilla del Camino;Burgos
Redecilla del Campo;Burgos
Redonda, La;Salamanca
Redondela;Pontevedra
Redován;Alicante
Redueña;Madrid
Regencós;Girona
Regueras de Arriba;León
Regueras, Las;Asturias
Regumiel de la Sierra;Burgos
Reíllo;Cuenca
Reina;Badajoz
Reinosa;Cantabria
Reinoso;Burgos
Reinoso de Cerrato;Palencia
Relleu;Alicante
Rellinars;Barcelona
Rello;Soria
Remolinos;Zaragoza
Remondo;Segovia
Rena;Badajoz
Renau;Tarragona
Renedo de Esgueva;Valladolid
Renedo de la Vega;Palencia
Renera;Guadalajara
Renieblas;Soria
Reocín;Cantabria
Requejo;Zamora
Requena;Valencia
Requena de Campos;Palencia
Respenda de la Peña;Palencia
Retamal de Llerena;Badajoz
Retamoso de la Jara;Toledo
Retascón;Zaragoza
Retiendas;Guadalajara
Retortillo;Salamanca
Retortillo de Soria;Soria
Retuerta;Burgos
Retuerta del Bullaque;Ciudad Real
Reus;Tarragona
Revellinos;Zamora
Revenga de Campos;Palencia
Revilla de Collazos;Palencia
Revilla del Campo;Burgos
Revilla Vallejera;Burgos
Revilla y Ahedo, La;Burgos
Revillarruz;Burgos
Reyero;León
Rezmondo;Burgos
Reznos;Soria
Riaguas de San Bartolomé;Segovia
Rialp;Lleida
Rianxo;A Coruña
Riaño;León
Riaza;Segovia
Riba de Escalote, La;Soria
Riba de Saelices;Guadalajara
Riba, La;Tarragona
Ribadavia;Ourense
Ribadedeva;Asturias
Ribadeo;Lugo
Ribadesella;Asturias
Ribadumia;Pontevedra
Ribaforada;Navarra
Ribafrecha;La Rioja
Ribamontán al Mar;Cantabria
Ribamontán al Monte;Cantabria
Riba-roja de Túria;Valencia
Riba-roja d'Ebre;Tarragona
Ribas de Campos;Palencia
Ribas de Sil;Lugo
Ribatejada;Madrid
Ribeira;A Coruña
Ribeira de Piquín;Lugo
Ribera Baja/Erribera Beitia;Álava
Ribera de Arriba;Asturias
Ribera del Fresno;Badajoz
Ribera d'Ondara;Lleida
Ribera d'Urgellet;Lleida
Riberos de la Cueza;Palencia
Ribes de Freser;Girona
Ribesalbes;Castellón
Ribota;Segovia
Ricla;Zaragoza
Ricote;Murcia
Riego de la Vega;León
Riello;León
Riells i Viabrea;Girona
Rielves;Toledo
Riera de Gaià, La;Tarragona
Rillo;Teruel
Rillo de Gallo;Guadalajara
Rincón de la Victoria;Málaga
Rincón de Soto;La Rioja
Rinconada de la Sierra, La;Salamanca
Rinconada, La;Sevilla
Riner;Lleida
Riocabado;Ávila
Riocavado de la Sierra;Burgos
Riodeva;Teruel
Riofrío;Ávila
Riofrío de Aliste;Zamora
Riofrío de Riaza;Segovia
Riofrío del Llano;Guadalajara
Riogordo;Málaga
Rioja;Almería
Riola;Valencia
Riolobos;Cáceres
Rionansa;Cantabria
Rionegro del Puente;Zamora
Riópar;Albacete
Riós;Ourense
Riosa;Asturias
Rioseco de Soria;Soria
Rioseco de Tapia;León
Riotorto;Lugo
Riotuerto;Cantabria
Ripoll;Girona
Ripollet;Barcelona
Risco;Badajoz
Riu de Cerdanya;Lleida
Riudarenes;Girona
Riudaura;Girona
Riudecanyes;Tarragona
Riudecols;Tarragona
Riudellots de la Selva;Girona
Riudoms;Tarragona
Riumors;Girona
Rivas-Vaciamadrid;Madrid
Rivilla de Barajas;Ávila
Roa;Burgos
Roales;Zamora
Roales de Campos;Valladolid
Robla, La;León
Robladillo;Valladolid
Robleda;Salamanca
Robleda-Cervantes;Zamora
Robledillo de Gata;Cáceres
Robledillo de la Jara;Madrid
Robledillo de la Vera;Cáceres
Robledillo de Mohernando;Guadalajara
Robledillo de Trujillo;Cáceres
Robledo;Albacete
Robledo de Chavela;Madrid
Robledo de Corpes;Guadalajara
Robledo del Mazo;Toledo
Robledo, El;Ciudad Real
Robledollano;Cáceres
Robliza de Cojos;Salamanca
Robregordo;Madrid
Robres;Huesca
Robres del Castillo;La Rioja
Roca de la Sierra, La;Badajoz
Roca del Vallès, La;Barcelona
Rocafort;Valencia
Rocafort de Queralt;Tarragona
Rociana del Condado;Huelva
Roda de Andalucía, La;Sevilla
Roda de Barà;Tarragona
Roda de Eresma;Segovia
Roda de Ter;Barcelona
Roda, La;Albacete
Rodeiro;Pontevedra
Ródenas;Teruel
Rodezno;La Rioja
Rodonyà;Tarragona
Roelos de Sayago;Zamora
Rois;A Coruña
Rojales;Alicante
Rojas;Burgos
Rollamienta;Soria
Rollán;Salamanca
Romana, la;Alicante
Romangordo;Cáceres
Romanillos de Atienza;Guadalajara
Romanones;Guadalajara
Romanos;Zaragoza
Romanzado;Navarra
Romeral, El;Toledo
Roncal/Erronkari;Navarra
Ronda;Málaga
Ronquillo, El;Sevilla
Roperuelos del Páramo;León
Roquetas de Mar;Almería
Roquetes;Tarragona
Rosal de la Frontera;Huelva
Rosal, O;Pontevedra
Rosalejo;Cáceres
Rosario, El;Sta. Cruz de Tenerife
Roses;Girona
Rosinos de la Requejada;Zamora
Rossell;Castellón
Rosselló;Lleida
Rota;Cádiz
Rotglà i Corberà;Valencia
Rótova;Valencia
Roturas;Valladolid
Rourell, El;Tarragona
Royo, El;Soria
Royuela;Teruel
Royuela de Río Franco;Burgos
Rozalén del Monte;Cuenca
Rozas de Madrid, Las;Madrid
Rozas de Puerto Real;Madrid
Rozas de Valdearroyo, Las;Cantabria
Rúa, A;Ourense
Ruanes;Cáceres
Rubena;Burgos
Rubí;Barcelona
Rubí de Bracamonte;Valladolid
Rubiá;Ourense
Rubiales;Teruel
Rubielos de la Cérida;Teruel
Rubielos de Mora;Teruel
Rubió;Barcelona
Rubio, El;Sevilla
Rubite;Granada
Rublacedo de Abajo;Burgos
Rucandio;Burgos
Rueda;Valladolid
Rueda de Jalón;Zaragoza
Rueda de la Sierra;Guadalajara
Ruente;Cantabria
Ruesca;Zaragoza
Ruesga;Cantabria
Rugat;Valencia
Ruidera;Ciudad Real
Ruiloba;Cantabria
Rupià;Girona
Rupit i Pruit;Barcelona
Rus;Jaén
Rute;Córdoba
Sabadell;Barcelona
Sabero;León
Sabiñán;Zaragoza
Sabiñánigo;Huesca
Sabiote;Jaén
Sacañet;Castellón
Sacecorbo;Guadalajara
Saceda-Trasierra;Cuenca
Sacedón;Guadalajara
Saceruela;Ciudad Real
Sacramenia;Segovia
Sada;A Coruña
Sada;Navarra
Sádaba;Zaragoza
Saelices;Cuenca
Saelices de la Sal;Guadalajara
Saelices de Mayorga;Valladolid
Saelices el Chico;Salamanca
Sagàs;Barcelona
Sagra;Alicante
Sagrada, La;Salamanca
Sagunto/Sagunt;Valencia
Sahagún;León
Sahugo, El;Salamanca
Sahún;Huesca
Sajazarra;La Rioja
Salamanca;Salamanca
Salar;Granada
Salares;Málaga
Salas;Asturias
Salas Altas;Huesca
Salas Bajas;Huesca
Salas de Bureba;Burgos
Salas de los Infantes;Burgos
Salàs de Pallars;Lleida
Salce;Zamora
Salceda de Caselas;Pontevedra
Salcedillo;Teruel
Saldaña;Palencia
Saldaña de Burgos;Burgos
Saldeana;Salamanca
Saldes;Barcelona
Saldías;Navarra
Saldón;Teruel
Salduero;Soria
Salem;Valencia
Sales de Llierca;Girona
Salillas;Huesca
Salillas de Jalón;Zaragoza
Salinas;Alicante
Salinas de Oro/Jaitz;Navarra
Salinas de Pisuerga;Palencia
Salinas del Manzano;Cuenca
Salines, Ses;Islas Baleares
Salinillas de Bureba;Burgos
Sallent;Barcelona
Sallent de Gállego;Huesca
Salmerón;Guadalajara
Salmeroncillos;Cuenca
Salmoral;Salamanca
Salobral;Ávila
Salobre;Albacete
Salobreña;Granada
Salomó;Tarragona
Salorino;Cáceres
Salou;Tarragona
Salt;Girona
Salteras;Sevilla
Salvacañete;Cuenca
Salvadiós;Ávila
Salvador de Zapardiel;Valladolid
Salvaleón;Badajoz
Salvaterra de Miño;Pontevedra
Salvatierra de Esca;Zaragoza
Salvatierra de los Barros;Badajoz
Salvatierra de Santiago;Cáceres
Salvatierra de Tormes;Salamanca
Salvatierra/Agurain;Álava
Salzadella, la;Castellón
Samaniego;Álava
Samboal;Segovia
Samir de los Caños;Zamora
Samos;Lugo
Samper de Calanda;Teruel
Samper del Salz;Zaragoza
San Adrián;Navarra
San Adrián de Juarros;Burgos
San Adrián del Valle;León
San Agustín;Teruel
San Agustín del Guadalix;Madrid
San Agustín del Pozo;Zamora
San Amaro;Ourense
San Andrés del Congosto;Guadalajara
San Andrés del Rabanedo;León
San Andrés del Rey;Guadalajara
San Andrés y Sauces;Sta. Cruz de Tenerife
San Antonio de Benagéber;Valencia
San Asensio;La Rioja
San Bartolomé;Las Palmas
San Bartolomé de Béjar;Ávila
San Bartolomé de Corneja;Ávila
San Bartolomé de la Torre;Huelva
San Bartolomé de las Abiertas;Toledo
San Bartolomé de Pinares;Ávila
San Bartolomé de Tirajana;Las Palmas
San Carlos del Valle;Ciudad Real
San Cebrián de Campos;Palencia
San Cebrián de Castro;Zamora
San Cebrián de Mazote;Valladolid
San Cebrián de Mudá;Palencia
San Cibrao das Viñas;Ourense
San Clemente;Cuenca
San Cristóbal de Boedo;Palencia
San Cristóbal de Cuéllar;Segovia
San Cristóbal de Entreviñas;Zamora
San Cristóbal de la Cuesta;Salamanca
San Cristóbal de La Laguna;Sta. Cruz de Tenerife
San Cristóbal de la Polantera;León
San Cristóbal de la Vega;Segovia
San Cristóbal de Segovia;Segovia
San Cristovo de Cea;Ourense
San Emiliano;León
San Esteban de Gormaz;Soria
San Esteban de la Sierra;Salamanca
San Esteban de Litera;Huesca
San Esteban de los Patos;Ávila
San Esteban de Nogales;León
San Esteban de Zapardiel;Ávila
San Esteban del Molar;Zamora
San Esteban del Valle;Ávila
San Felices;Soria
San Felices de Buelna;Cantabria
San Felices de los Gallegos;Salamanca
San Fernando;Cádiz
San Fernando de Henares;Madrid
San Fulgencio;Alicante
San García de Ingelmos;Ávila
San Isidro;Alicante
San Javier;Murcia
San José del Valle;Cádiz
San Juan de Aznalfarache;Sevilla
San Juan de Gredos;Ávila
San Juan de la Encinilla;Ávila
San Juan de la Nava;Ávila
San Juan de la Rambla;Sta. Cruz de Tenerife
San Juan de Plan;Huesca
San Juan del Molinillo;Ávila
San Juan del Monte;Burgos
San Juan del Olmo;Ávila
San Juan del Puerto;Huelva
San Justo;Zamora
San Justo de la Vega;León
San Leonardo de Yagüe;Soria
San Llorente;Valladolid
San Lorenzo de Calatrava;Ciudad Real
San Lorenzo de El Escorial;Madrid
San Lorenzo de la Parrilla;Cuenca
San Lorenzo de Tormes;Ávila
San Mamés de Burgos;Burgos
San Mamés de Campos;Palencia
San Martín de Boniches;Cuenca
San Martín de la Vega;Madrid
San Martín de la Vega del Alberche;Ávila
San Martín de la Virgen de Moncayo;Zaragoza
San Martín de Montalbán;Toledo
San Martín de Oscos;Asturias
San Martín de Pusa;Toledo
San Martín de Rubiales;Burgos
San Martín de Trevejo;Cáceres
San Martín de Unx;Navarra
San Martín de Valdeiglesias;Madrid
San Martín de Valderaduey;Zamora
San Martín de Valvení;Valladolid
San Martín del Castañar;Salamanca
San Martín del Pimpollar;Ávila
San Martín del Rey Aurelio;Asturias
San Martín del Río;Teruel
San Martín y Mudrián;Segovia
San Mateo de Gállego;Zaragoza
San Miguel de Abona;Sta. Cruz de Tenerife
San Miguel de Aguayo;Cantabria
San Miguel de Bernuy;Segovia
San Miguel de Corneja;Ávila
San Miguel de la Ribera;Zamora
San Miguel de Salinas;Alicante
San Miguel de Serrezuela;Ávila
San Miguel de Valero;Salamanca
San Miguel del Arroyo;Valladolid
San Miguel del Cinca;Huesca
San Miguel del Pino;Valladolid
San Miguel del Robledo;Salamanca
San Miguel del Valle;Zamora
San Millán de la Cogolla;La Rioja
San Millán de Lara;Burgos
San Millán de los Caballeros;León
San Millán de Yécora;La Rioja
San Millán/Donemiliaga;Álava
San Morales;Salamanca
San Muñoz;Salamanca
San Nicolás del Puerto;Sevilla
San Pablo de la Moraleja;Valladolid
San Pablo de los Montes;Toledo
San Pascual;Ávila
San Pedro;Albacete
San Pedro Bercianos;León
San Pedro de Ceque;Zamora
San Pedro de Gaíllos;Segovia
San Pedro de la Nave-Almendra;Zamora
San Pedro de Latarce;Valladolid
San Pedro de Mérida;Badajoz
San Pedro de Rozados;Salamanca
San Pedro del Arroyo;Ávila
San Pedro del Pinatar;Murcia
San Pedro del Romeral;Cantabria
San Pedro del Valle;Salamanca
San Pedro Manrique;Soria
San Pedro Palmiches;Cuenca
San Pelayo;Valladolid
San Pelayo de Guareña;Salamanca
San Rafael del Río;Castellón
San Román de Cameros;La Rioja
San Román de Hornija;Valladolid
San Román de la Cuba;Palencia
San Román de los Montes;Toledo
San Roque;Cádiz
San Roque de Riomiera;Cantabria
San Sadurniño;A Coruña
San Salvador;Valladolid
San Sebastián de la Gomera;Sta. Cruz de Tenerife
San Sebastián de los Ballesteros;Córdoba
San Sebastián de los Reyes;Madrid
San Silvestre de Guzmán;Huelva
San Tirso de Abres;Asturias
San Torcuato;La Rioja
San Vicente de Alcántara;Badajoz
San Vicente de Arévalo;Ávila
San Vicente de la Barquera;Cantabria
San Vicente de la Cabeza;Zamora
San Vicente de la Sonsierra;La Rioja
San Vicente del Palacio;Valladolid
San Vicente del Raspeig/Sant Vicent del Raspeig;Alicante
San Vicente del Valle;Burgos
San Vitero;Zamora
San Xoán de Río;Ourense
Sanaüja;Lleida
Sancedo;León
Sanchidrián;Ávila
Sanchón de la Ribera;Salamanca
Sanchón de la Sagrada;Salamanca
Sanchonuño;Segovia
Sanchorreja;Ávila
Sanchotello;Salamanca
Sancti-Spíritus;Badajoz
Sancti-Spíritus;Salamanca
Sandiás;Ourense
Sando;Salamanca
Sanet y Negrals;Alicante
Sangarcía;Segovia
Sangarrén;Huesca
Sangüesa/Zangoza;Navarra
Sanlúcar de Barrameda;Cádiz
Sanlúcar de Guadiana;Huelva
Sanlúcar la Mayor;Sevilla
Sansol;Navarra
Sant Adrià de Besòs;Barcelona
Sant Agustí de Lluçanès;Barcelona
Sant Andreu de la Barca;Barcelona
Sant Andreu de Llavaneres;Barcelona
Sant Andreu Salou;Girona
Sant Aniol de Finestres;Girona
Sant Antoni de Portmany;Islas Baleares
Sant Antoni de Vilamajor;Barcelona
Sant Bartomeu del Grau;Barcelona
Sant Boi de Llobregat;Barcelona
Sant Boi de Lluçanès;Barcelona
Sant Carles de la Ràpita;Tarragona
Sant Cebrià de Vallalta;Barcelona
Sant Celoni;Barcelona
Sant Climent de Llobregat;Barcelona
Sant Climent Sescebes;Girona
Sant Cugat del Vallès;Barcelona
Sant Cugat Sesgarrigues;Barcelona
Sant Esteve de la Sarga;Lleida
Sant Esteve de Palautordera;Barcelona
Sant Esteve Sesrovires;Barcelona
Sant Feliu de Buixalleu;Girona
Sant Feliu de Codines;Barcelona
Sant Feliu de Guíxols;Girona
Sant Feliu de Llobregat;Barcelona
Sant Feliu de Pallerols;Girona
Sant Feliu Sasserra;Barcelona
Sant Ferriol;Girona
Sant Fost de Campsentelles;Barcelona
Sant Fruitós de Bages;Barcelona
Sant Gregori;Girona
Sant Guim de Freixenet;Lleida
Sant Guim de la Plana;Lleida
Sant Hilari Sacalm;Girona
Sant Hipòlit de Voltregà;Barcelona
